time,OBS1,OBS2,OBS3,OBS5,OBS6,OBS7,OBS8,OBS9,OBS10,OBS11,OBS12,OBS13,OBS14,OBS15,OBS16,OBS17,OBS18,OBS19,OBS20,OBS4
1.000000000000,0.1697786897,0.8365994782,0.2678322033,2.825319720,0.8750477885,0.3891732679,0.3361473455,5.094843349,4.915000597,0.7989503509,0.3869665701,5.282836047,4.165252118,2.076782759,0.2459280299,1.411053123,0.7527036400,0.7507688403,0.3223393441,5.155676019
61.00000000000,0.1697786022,0.8366040432,0.2678321115,2.825297403,0.8750505979,0.3891728429,0.3361472556,5.094814353,4.914976250,0.7989511254,0.3869665511,5.282810191,4.165240082,2.076814453,0.2459280173,1.411052640,0.7527063101,0.7507691615,0.3223391418,5.155657266
