,WELL_NAME,Simulated
390,OBS2,0.9379354128
391,OBS2,0.9379333241
392,OBS2,0.9379312652
393,OBS2,0.9379292353
394,OBS2,0.9379272337
395,OBS2,0.9379252597
396,OBS2,0.9379233127
397,OBS2,0.9379213919
398,OBS2,0.9379194969
399,OBS2,0.937917627
400,OBS2,0.9379157818
401,OBS2,0.9379139607
402,OBS2,0.9379121633
403,OBS2,0.9379103891
404,OBS2,0.9379086375
405,OBS2,0.9379069083
406,OBS2,0.9379052009
407,OBS2,0.937903515
408,OBS2,0.9379018501
409,OBS2,0.9379002058
410,OBS2,0.9378985818
411,OBS2,0.9378969778
412,OBS2,0.9378953932
413,OBS2,0.9378938279
414,OBS2,0.9378922814
415,OBS2,0.9378907534
416,OBS2,0.9378892436
417,OBS2,0.9378877517
418,OBS2,0.9378862774
419,OBS2,0.9378848204
420,OBS2,0.9378833803
421,OBS2,0.9378819569
422,OBS2,0.9378805499
423,OBS2,0.9378791591
424,OBS2,0.9378777841
425,OBS2,0.9378764248
426,OBS2,0.9378750808
427,OBS2,0.9378737519
428,OBS2,0.9378724379
429,OBS2,0.9378711386
430,OBS2,0.9378698536
431,OBS2,0.9378685828
432,OBS2,0.937867326
433,OBS2,0.9378660829
434,OBS2,0.9378648533
435,OBS2,0.937863637
436,OBS2,0.9378624339
437,OBS2,0.9378612437
438,OBS2,0.9378600662
439,OBS2,0.9378589012
440,OBS2,0.9378577486
441,OBS2,0.9378566081
442,OBS2,0.9378554796
443,OBS2,0.937854363
444,OBS2,0.937853258
445,OBS2,0.9378521644
446,OBS2,0.9378510822
447,OBS2,0.9378500111
448,OBS2,0.9378489509
449,OBS2,0.9378479017
450,OBS2,0.937846863
451,OBS2,0.937845835
452,OBS2,0.9378448173
453,OBS2,0.9378438098
454,OBS2,0.9378428125
455,OBS2,0.9378418251
456,OBS2,0.9378408475
457,OBS2,0.9378398796
458,OBS2,0.9378389213
459,OBS2,0.9378379724
460,OBS2,0.9378370329
461,OBS2,0.9378361025
462,OBS2,0.9378351811
463,OBS2,0.9378342688
464,OBS2,0.9378333652
465,OBS2,0.9378324703
466,OBS2,0.9378315841
467,OBS2,0.9378307063
468,OBS2,0.9378298369
469,OBS2,0.9378289757
470,OBS2,0.9378281227
471,OBS2,0.9378272778
472,OBS2,0.9378264408
473,OBS2,0.9378256117
474,OBS2,0.9378247904
475,OBS2,0.9378239766
476,OBS2,0.9378231705
477,OBS2,0.9378223718
478,OBS2,0.9378215805
479,OBS2,0.9378207965
480,OBS2,0.9378200196
481,OBS2,0.9378192499
482,OBS2,0.9378184872
483,OBS2,0.9378177314
484,OBS2,0.9378169824
485,OBS2,0.9378162403
486,OBS2,0.9378155048
487,OBS2,0.9378147759
488,OBS2,0.9378140535
489,OBS2,0.9378133375
490,OBS2,0.937812628
491,OBS2,0.9378119247
492,OBS2,0.9378112276
493,OBS2,0.9378105367
494,OBS2,0.9378098519
495,OBS2,0.937809173
496,OBS2,0.9378085001
497,OBS2,0.937807833
498,OBS2,0.9378071718
499,OBS2,0.9378065162
500,OBS2,0.9378058663
501,OBS2,0.937805222
502,OBS2,0.9378045832
503,OBS2,0.9378039499
504,OBS2,0.937803322
505,OBS2,0.9378026994
506,OBS2,0.9378020821
507,OBS2,0.9378014701
508,OBS2,0.9378008631
509,OBS2,0.9378002613
510,OBS2,0.9377996645
511,OBS2,0.9377990728
512,OBS2,0.9377984859
513,OBS2,0.9377979039
514,OBS2,0.9377973267
515,OBS2,0.9377967543
516,OBS2,0.9377961866
517,OBS2,0.9377956236
518,OBS2,0.9377950652
519,OBS2,0.9377945113
520,OBS2,0.937793962
521,OBS2,0.9377934171
522,OBS2,0.9377928766
523,OBS2,0.9377923405
524,OBS2,0.9377918086
525,OBS2,0.9377912811
526,OBS2,0.9377907578
527,OBS2,0.9377902386
528,OBS2,0.9377897236
529,OBS2,0.9377892127
530,OBS2,0.9377887058
531,OBS2,0.9377882029
532,OBS2,0.9377877039
533,OBS2,0.9377872089
534,OBS2,0.9377867177
535,OBS2,0.9377862304
536,OBS2,0.9377857468
537,OBS2,0.937785267
538,OBS2,0.9377847909
539,OBS2,0.9377843185
540,OBS2,0.9377838497
541,OBS2,0.9377833845
