,Unnamed: 0,WELL_NAME,OBS,Latitude,Longitude,geometry,Simulated,Residual
177,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579044,1.3358579044
178,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579108,1.3358579108000002
179,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579173,1.3358579173
180,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579237,1.3358579237000001
181,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579302,1.3358579302
182,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579366,1.3358579366
183,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.116657943,1.3358579430000002
184,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579494,1.3358579494
185,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579558,1.3358579558
186,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579621,1.3358579621
187,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579685,1.3358579685
188,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579748,1.3358579748000001
189,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579812,1.3358579812
190,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579875,1.3358579875
191,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166579938,1.3358579938000001
192,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580001,1.3358580001
193,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580063,1.3358580063
194,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580126,1.3358580126000001
195,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580189,1.3358580189
196,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580251,1.3358580251
197,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580313,1.3358580313000001
198,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580375,1.3358580375
199,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580438,1.3358580438
200,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580499,1.3358580499000001
201,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580561,1.3358580561
202,0,OBS1,1.2192,113335.4797,195014.41348835616,POINT Z (195014.41348835616 113335.47970000001 4),-0.1166580623,1.3358580623
